Samples,FlowPattern,Vsl,Vsg,VisL,VisG,DenL,DenG,ST,Ang,ID,FPLabels
1539,4,0.00207,21.8667,0.001,0.00002,1000,1.8,0.07,30,0.051,A
1540,5,1.046,0.02364,0.001,0.00002,1000,1.8,0.07,30,0.051,I
1541,5,1.33015,0.05305,0.001,0.00002,1000,1.8,0.07,30,0.051,I
1542,5,1.55144,0.08247,0.001,0.00002,1000,1.8,0.07,30,0.051,I
1543,5,1.54144,0.1298,0.001,0.00002,1000,1.8,0.07,30,0.051,I
1544,5,1.56656,0.20738,0.001,0.00002,1000,1.8,0.07,30,0.051,I
1545,5,1.9131,0.31797,0.001,0.00002,1000,1.8,0.07,30,0.051,I
1546,5,1.90265,0.46516,0.001,0.00002,1000,1.8,0.07,30,0.051,I
1547,5,1.9804,0.691,0.001,0.00002,1000,1.8,0.07,30,0.051,I
1548,5,2.30889,1.09028,0.001,0.00002,1000,1.8,0.07,30,0.051,I
1549,5,2.34651,1.74192,0.001,0.00002,1000,1.8,0.07,30,0.051,I
1550,5,2.49865,2.58873,0.001,0.00002,1000,1.8,0.07,30,0.051,I
1551,5,2.37004,4.25447,0.001,0.00002,1000,1.8,0.07,30,0.051,I
1552,5,0.64321,4.35122,0.001,0.00002,1000,1.8,0.07,30,0.051,I
1553,5,0.17795,5.79185,0.001,0.00002,1000,1.8,0.07,30,0.051,I
1554,5,0.11006,5.91691,0.001,0.00002,1000,1.8,0.07,30,0.051,I
1555,5,0.07292,5.87713,0.001,0.00002,1000,1.8,0.07,30,0.051,I
1556,5,0.04408,5.91441,0.001,0.00002,1000,1.8,0.07,30,0.051,I
1557,5,0.02988,5.96366,0.001,0.00002,1000,1.8,0.07,30,0.051,I
1558,5,0.01892,5.83269,0.001,0.00002,1000,1.8,0.07,30,0.051,I
1559,5,0.01225,5.8763,0.001,0.00002,1000,1.8,0.07,30,0.051,I
1560,5,0.0083,5.75372,0.001,0.00002,1000,1.8,0.07,30,0.051,I
1561,5,0.00514,5.87795,0.001,0.00002,1000,1.8,0.07,30,0.051,I
1562,5,0.00364,5.845,0.001,0.00002,1000,1.8,0.07,30,0.051,I
1563,5,0.00225,6.14747,0.001,0.00002,1000,1.8,0.07,30,0.051,I
1564,5,1.03329,0.05522,0.001,0.00002,1000,1.8,0.07,30,0.051,I
1565,5,1.02735,0.08317,0.001,0.00002,1000,1.8,0.07,30,0.051,I
1566,5,1.04497,0.1253,0.001,0.00002,1000,1.8,0.07,30,0.051,I
1567,5,1.0143,0.203,0.001,0.00002,1000,1.8,0.07,30,0.051,I
1568,5,0.65691,0.19583,0.001,0.00002,1000,1.8,0.07,30,0.051,I
1569,5,0.66191,0.02281,0.001,0.00002,1000,1.8,0.07,30,0.051,I
1570,5,0.63915,0.05324,0.001,0.00002,1000,1.8,0.07,30,0.051,I
1571,5,0.6353,0.08137,0.001,0.00002,1000,1.8,0.07,30,0.051,I
1572,5,0.63103,0.13184,0.001,0.00002,1000,1.8,0.07,30,0.051,I
1573,5,0.63307,2.64574,0.001,0.00002,1000,1.8,0.07,30,0.051,I
1574,5,0.63673,1.75667,0.001,0.00002,1000,1.8,0.07,30,0.051,I
1575,5,0.6405,1.16636,0.001,0.00002,1000,1.8,0.07,30,0.051,I
1576,5,0.64465,0.74109,0.001,0.00002,1000,1.8,0.07,30,0.051,I
1577,5,0.64838,0.49206,0.001,0.00002,1000,1.8,0.07,30,0.051,I
1578,5,0.42839,0.02266,0.001,0.00002,1000,1.8,0.07,30,0.051,I
1579,5,0.42057,0.08327,0.001,0.00002,1000,1.8,0.07,30,0.051,I
1580,5,0.42761,0.13107,0.001,0.00002,1000,1.8,0.07,30,0.051,I
1581,5,0.07325,4.19922,0.001,0.00002,1000,1.8,0.07,30,0.051,I
1582,5,0.0737,2.66964,0.001,0.00002,1000,1.8,0.07,30,0.051,I
1583,5,0.07416,1.69697,0.001,0.00002,1000,1.8,0.07,30,0.051,I
1584,5,0.07287,1.14332,0.001,0.00002,1000,1.8,0.07,30,0.051,I
1585,5,0.07501,0.73767,0.001,0.00002,1000,1.8,0.07,30,0.051,I
1586,5,0.07543,0.48281,0.001,0.00002,1000,1.8,0.07,30,0.051,I
1587,5,0.27713,0.02318,0.001,0.00002,1000,1.8,0.07,30,0.051,I
1588,5,0.17128,0.02336,0.001,0.00002,1000,1.8,0.07,30,0.051,I
1589,5,0.11085,0.02321,0.001,0.00002,1000,1.8,0.07,30,0.051,I
1590,5,0.07514,0.02242,0.001,0.00002,1000,1.8,0.07,30,0.051,I
1591,5,0.04434,0.02324,0.001,0.00002,1000,1.8,0.07,30,0.051,I
1592,5,0.03005,0.02278,0.001,0.00002,1000,1.8,0.07,30,0.051,I
1593,5,0.01901,0.02262,0.001,0.00002,1000,1.8,0.07,30,0.051,I
1594,5,0.27854,0.08275,0.001,0.00002,1000,1.8,0.07,30,0.051,I
1595,5,0.28332,0.12649,0.001,0.00002,1000,1.8,0.07,30,0.051,I
1596,5,0.1683,0.08334,0.001,0.00002,1000,1.8,0.07,30,0.051,I
1597,5,0.07256,0.05386,0.001,0.00002,1000,1.8,0.07,30,0.051,I
1598,5,0.10894,0.0828,0.001,0.00002,1000,1.8,0.07,30,0.051,I
1599,5,0.17508,0.13121,0.001,0.00002,1000,1.8,0.07,30,0.051,I
1600,5,0.11082,0.12656,0.001,0.00002,1000,1.8,0.07,30,0.051,I
1601,5,0.07337,0.12761,0.001,0.00002,1000,1.8,0.07,30,0.051,I
1602,5,0.07291,0.20371,0.001,0.00002,1000,1.8,0.07,30,0.051,I
1603,5,0.04336,0.12295,0.001,0.00002,1000,1.8,0.07,30,0.051,I
1604,5,0.07551,0.08356,0.001,0.00002,1000,1.8,0.07,30,0.051,I
1605,5,0.04564,0.08172,0.001,0.00002,1000,1.8,0.07,30,0.051,I
1606,5,0.04487,0.05347,0.001,0.00002,1000,1.8,0.07,30,0.051,I
1607,5,0.03039,0.05395,0.001,0.00002,1000,1.8,0.07,30,0.051,I
1608,5,0.02889,0.07883,0.001,0.00002,1000,1.8,0.07,30,0.051,I
1609,5,0.03004,0.12774,0.001,0.00002,1000,1.8,0.07,30,0.051,I
1610,5,0.00216,0.12638,0.001,0.00002,1000,1.8,0.07,30,0.051,I
1611,5,0.00815,0.12709,0.001,0.00002,1000,1.8,0.07,30,0.051,I
1612,5,0.01911,0.08428,0.001,0.00002,1000,1.8,0.07,30,0.051,I
1613,5,0.01237,0.08132,0.001,0.00002,1000,1.8,0.07,30,0.051,I
1614,5,0.00899,0.07523,0.001,0.00002,1000,1.8,0.07,30,0.051,I
1615,5,0.00495,0.08139,0.001,0.00002,1000,1.8,0.07,30,0.051,I
1616,5,0.00376,0.07989,0.001,0.00002,1000,1.8,0.07,30,0.051,I
1617,5,0.00217,0.08158,0.001,0.00002,1000,1.8,0.07,30,0.051,I
1618,5,0.00216,0.02192,0.001,0.00002,1000,1.8,0.07,30,0.051,I
1619,5,0.00834,0.02171,0.001,0.00002,1000,1.8,0.07,30,0.051,I
1620,5,0.01967,0.05439,0.001,0.00002,1000,1.8,0.07,30,0.051,I
1621,5,0.01189,0.05243,0.001,0.00002,1000,1.8,0.07,30,0.051,I
1622,5,0.00863,0.05218,0.001,0.00002,1000,1.8,0.07,30,0.051,I
1623,5,0.0051,0.05254,0.001,0.00002,1000,1.8,0.07,30,0.051,I
1624,5,0.00387,0.05467,0.001,0.00002,1000,1.8,0.07,30,0.051,I
1625,5,0.00218,0.05501,0.001,0.00002,1000,1.8,0.07,30,0.051,I
1626,5,0.0022,0.033,0.001,0.00002,1000,1.8,0.07,30,0.051,I
1627,1,2.81016,0.01535,0.001,0.00002,1000,1.8,0.07,-30,0.051,DB
1628,1,2.7415,0.02452,0.001,0.00002,1000,1.8,0.07,-30,0.051,DB
1629,1,2.60918,0.03696,0.001,0.00002,1000,1.8,0.07,-30,0.051,DB
1630,1,2.60918,0.05904,0.001,0.00002,1000,1.8,0.07,-30,0.051,DB
1631,1,2.60991,0.09159,0.001,0.00002,1000,1.8,0.07,-30,0.051,DB
1632,1,2.54615,0.15745,0.001,0.00002,1000,1.8,0.07,-30,0.051,DB
1633,1,2.54686,0.24787,0.001,0.00002,1000,1.8,0.07,-30,0.051,DB
1634,1,2.81332,0.3845,0.001,0.00002,1000,1.8,0.07,-30,0.051,DB
1635,1,4.08513,0.23694,0.001,0.00002,1000,1.8,0.07,-30,0.051,DB
1636,1,4.08513,0.37301,0.001,0.00002,1000,1.8,0.07,-30,0.051,DB
1637,1,4.18861,0.62266,0.001,0.00002,1000,1.8,0.07,-30,0.051,DB
1638,1,3.98533,1.00946,0.001,0.00002,1000,1.8,0.07,-30,0.051,DB
1639,1,3.98645,1.54361,0.001,0.00002,1000,1.8,0.07,-30,0.051,DB
1640,1,3.98645,2.50216,0.001,0.00002,1000,1.8,0.07,-30,0.051,DB
1641,3,1.70822,0.01471,0.001,0.00002,1000,1.8,0.07,-30,0.051,SW
1642,3,1.7087,0.0225,0.001,0.00002,1000,1.8,0.07,-30,0.051,SW
1643,3,1.5473,0.03701,0.001,0.00002,1000,1.8,0.07,-30,0.051,SW
1644,3,1.62623,0.06178,0.001,0.00002,1000,1.8,0.07,-30,0.051,SW
1645,3,1.62669,0.09172,0.001,0.00002,1000,1.8,0.07,-30,0.051,SW
1646,3,1.62714,0.15536,0.001,0.00002,1000,1.8,0.07,-30,0.051,SW
1647,3,1.66836,0.241,0.001,0.00002,1000,1.8,0.07,-30,0.051,SW
1648,3,1.58784,0.38504,0.001,0.00002,1000,1.8,0.07,-30,0.051,SW
1649,3,1.62852,0.61501,0.001,0.00002,1000,1.8,0.07,-30,0.051,SW
1650,3,1.54991,0.99705,0.001,0.00002,1000,1.8,0.07,-30,0.051,SW
1651,3,1.67024,1.56942,0.001,0.00002,1000,1.8,0.07,-30,0.051,SW
1652,3,2.30759,1.56832,0.001,0.00002,1000,1.8,0.07,-30,0.051,SW
1653,3,2.30759,2.50533,0.001,0.00002,1000,1.8,0.07,-30,0.051,SW
1654,3,1.51247,2.54472,0.001,0.00002,1000,1.8,0.07,-30,0.051,SW
1655,3,1.59007,4.06452,0.001,0.00002,1000,1.8,0.07,-30,0.051,SW
1656,3,1.59052,6.30585,0.001,0.00002,1000,1.8,0.07,-30,0.051,SW
1657,3,0.96765,6.50021,0.001,0.00002,1000,1.8,0.07,-30,0.051,SW
1658,3,2.42598,3.82993,0.001,0.00002,1000,1.8,0.07,-30,0.051,SW
1659,3,0.61891,9.94534,0.001,0.00002,1000,1.8,0.07,-30,0.051,SW
1660,3,0.42635,10.1003,0.001,0.00002,1000,1.8,0.07,-30,0.051,SW
1661,3,0.25312,10.4101,0.001,0.00002,1000,1.8,0.07,-30,0.051,SW
1662,3,0.16185,9.97193,0.001,0.00002,1000,1.8,0.07,-30,0.051,SW
1663,3,0.15404,15.4687,0.001,0.00002,1000,1.8,0.07,-30,0.051,SW
1664,3,0.10355,15.941,0.001,0.00002,1000,1.8,0.07,-30,0.051,SW
1665,3,0.10874,10.2764,0.001,0.00002,1000,1.8,0.07,-30,0.051,SW
1666,3,0.05994,15.7251,0.001,0.00002,1000,1.8,0.07,-30,0.051,SW
1667,3,0.0374,15.9724,0.001,0.00002,1000,1.8,0.07,-30,0.051,SW
1668,3,0.02513,15.5231,0.001,0.00002,1000,1.8,0.07,-30,0.051,SW
1669,3,0.01529,15.9993,0.001,0.00002,1000,1.8,0.07,-30,0.051,SW
1670,3,0.98799,0.0154,0.001,0.00002,1000,1.8,0.07,-30,0.051,SW
1671,3,0.63121,0.01542,0.001,0.00002,1000,1.8,0.07,-30,0.051,SW
1672,3,0.3933,0.015,0.001,0.00002,1000,1.8,0.07,-30,0.051,SW
1673,3,0.24513,0.01502,0.001,0.00002,1000,1.8,0.07,-30,0.051,SW
1674,3,0.15661,0.01504,0.001,0.00002,1000,1.8,0.07,-30,0.051,SW
1675,3,0.10256,0.01484,0.001,0.00002,1000,1.8,0.07,-30,0.051,SW
1676,3,1.03955,0.09184,0.001,0.00002,1000,1.8,0.07,-30,0.051,SW
1677,3,0.63209,0.09609,0.001,0.00002,1000,1.8,0.07,-30,0.051,SW
1678,3,0.41406,0.09342,0.001,0.00002,1000,1.8,0.07,-30,0.051,SW
1679,3,0.24562,0.09495,0.001,0.00002,1000,1.8,0.07,-30,0.051,SW
1680,3,0.14935,0.0979,0.001,0.00002,1000,1.8,0.07,-30,0.051,SW
1681,3,0.09544,0.09659,0.001,0.00002,1000,1.8,0.07,-30,0.051,SW
1682,3,0.01014,0.01609,0.001,0.00002,1000,1.8,0.07,-30,0.051,SW
1683,3,0.00153,0.01504,0.001,0.00002,1000,1.8,0.07,-30,0.051,SW
1684,3,0.00968,0.09036,0.001,0.00002,1000,1.8,0.07,-30,0.051,SW
1685,3,0.0015,0.09083,0.001,0.00002,1000,1.8,0.07,-30,0.051,SW
1686,3,0.99077,1.02778,0.001,0.00002,1000,1.8,0.07,-30,0.051,SW
1687,3,0.09574,0.98924,0.001,0.00002,1000,1.8,0.07,-30,0.051,SW
1688,3,0.00973,0.99467,0.001,0.00002,1000,1.8,0.07,-30,0.051,SW
1689,3,0.00147,0.97024,0.001,0.00002,1000,1.8,0.07,-30,0.051,SW
1690,3,0.00953,9.88264,0.001,0.00002,1000,1.8,0.07,-30,0.051,SW
1691,3,0.00954,16.2486,0.001,0.00002,1000,1.8,0.07,-30,0.051,SW
1692,3,0.00381,25.2441,0.001,0.00002,1000,1.8,0.07,-30,0.051,SW
1693,3,0.00159,9.77353,0.001,0.00002,1000,1.8,0.07,-30,0.051,SW
1694,3,0.00159,15.1545,0.001,0.00002,1000,1.8,0.07,-30,0.051,SW
1695,3,0.00256,15.3647,0.001,0.00002,1000,1.8,0.07,-30,0.051,SW
1696,3,0.0039,16.0421,0.001,0.00002,1000,1.8,0.07,-30,0.051,SW
1697,3,0.00641,16.2623,0.001,0.00002,1000,1.8,0.07,-30,0.051,SW
1698,3,0.0025,24.8953,0.001,0.00002,1000,1.8,0.07,-30,0.051,SW
1699,3,0.00156,23.8474,0.001,0.00002,1000,1.8,0.07,-30,0.051,SW
1700,4,0.00148,39.2033,0.001,0.00002,1000,1.8,0.07,-30,0.051,A
1701,4,0.00232,39.1758,0.001,0.00002,1000,1.8,0.07,-30,0.051,A
1702,4,0.00391,39.1373,0.001,0.00002,1000,1.8,0.07,-30,0.051,A
1703,4,0.00611,38.5423,0.001,0.00002,1000,1.8,0.07,-30,0.051,A
1704,4,0.00611,24.8534,0.001,0.00002,1000,1.8,0.07,-30,0.051,A
1705,4,0.00955,25.1981,0.001,0.00002,1000,1.8,0.07,-30,0.051,A
1706,4,0.01457,25.1804,0.001,0.00002,1000,1.8,0.07,-30,0.051,A
1707,4,0.0098,39.0768,0.001,0.00002,1000,1.8,0.07,-30,0.051,A
1708,4,0.01532,40.2077,0.001,0.00002,1000,1.8,0.07,-30,0.051,A
1709,4,0.02395,40.1738,0.001,0.00002,1000,1.8,0.07,-30,0.051,A
1710,4,0.03653,39.5631,0.001,0.00002,1000,1.8,0.07,-30,0.051,A
1711,4,0.06004,39.5297,0.001,0.00002,1000,1.8,0.07,-30,0.051,A
1712,4,0.09863,39.4909,0.001,0.00002,1000,1.8,0.07,-30,0.051,A
1713,4,0.15812,40.6337,0.001,0.00002,1000,1.8,0.07,-30,0.051,A
1714,4,0.23528,41.203,0.001,0.00002,1000,1.8,0.07,-30,0.051,A
1715,4,0.37707,41.1683,0.001,0.00002,1000,1.8,0.07,-30,0.051,A
1716,4,0.02277,25.5296,0.001,0.00002,1000,1.8,0.07,-30,0.051,A
1717,4,0.03742,25.8836,0.001,0.00002,1000,1.8,0.07,-30,0.051,A
1718,4,0.06151,25.8582,0.001,0.00002,1000,1.8,0.07,-30,0.051,A
1719,4,0.10107,25.8364,0.001,0.00002,1000,1.8,0.07,-30,0.051,A
1720,4,0.16203,25.8146,0.001,0.00002,1000,1.8,0.07,-30,0.051,A
1721,4,0.24097,16.3885,0.001,0.00002,1000,1.8,0.07,-30,0.051,A
1722,4,0.41616,16.3701,0.001,0.00002,1000,1.8,0.07,-30,0.051,A
1723,4,0.60396,16.3586,0.001,0.00002,1000,1.8,0.07,-30,0.051,A
1724,4,0.99216,10.3824,0.001,0.00002,1000,1.8,0.07,-30,0.051,A
1725,4,0.99244,16.3425,0.001,0.00002,1000,1.8,0.07,-30,0.051,A
1726,4,0.96874,26.8847,0.001,0.00002,1000,1.8,0.07,-30,0.051,A
1727,4,1.01815,41.0989,0.001,0.00002,1000,1.8,0.07,-30,0.051,A
1728,4,0.60447,42.3538,0.001,0.00002,1000,1.8,0.07,-30,0.051,A
1729,4,0.63494,25.7494,0.001,0.00002,1000,1.8,0.07,-30,0.051,A
1730,4,0.39608,25.7711,0.001,0.00002,1000,1.8,0.07,-30,0.051,A
1731,5,1.51375,10.6813,0.001,0.00002,1000,1.8,0.07,-30,0.051,I
1732,5,2.30889,6.3933,0.001,0.00002,1000,1.8,0.07,-30,0.051,I
1733,5,3.79404,4.0571,0.001,0.00002,1000,1.8,0.07,-30,0.051,I
1734,5,3.79404,6.38791,0.001,0.00002,1000,1.8,0.07,-30,0.051,I
1735,5,3.7951,10.2044,0.001,0.00002,1000,1.8,0.07,-30,0.051,I
1736,5,2.42394,0.63272,0.001,0.00002,1000,1.8,0.07,-30,0.051,I
1737,5,2.48534,1.02562,0.001,0.00002,1000,1.8,0.07,-30,0.051,I
1738,5,2.48814,10.213,0.001,0.00002,1000,1.8,0.07,-30,0.051,I
1739,5,2.55045,16.0782,0.001,0.00002,1000,1.8,0.07,-30,0.051,I
1740,5,1.59141,16.3287,0.001,0.00002,1000,1.8,0.07,-30,0.051,I
1741,5,1.59186,26.0845,0.001,0.00002,1000,1.8,0.07,-30,0.051,I
1742,5,2.42803,26.0661,0.001,0.00002,1000,1.8,0.07,-30,0.051,I
1743,5,2.48883,41.0297,0.001,0.00002,1000,1.8,0.07,-30,0.051,I
1744,5,1.59186,40.4685,0.001,0.00002,1000,1.8,0.07,-30,0.051,I
1745,1,2.63794,0.02207,0.001,0.00002,1000,1.8,0.07,-50,0.051,DB
1746,1,2.63423,0.03652,0.001,0.00002,1000,1.8,0.07,-50,0.051,DB
1747,1,4.28296,0.03786,0.001,0.00002,1000,1.8,0.07,-50,0.051,DB
1748,1,4.06423,0.05829,0.001,0.00002,1000,1.8,0.07,-50,0.051,DB
1749,1,4.05881,0.09306,0.001,0.00002,1000,1.8,0.07,-50,0.051,DB
1750,1,4.15899,0.1433,0.001,0.00002,1000,1.8,0.07,-50,0.051,DB
1751,1,4.15315,0.23714,0.001,0.00002,1000,1.8,0.07,-50,0.051,DB
1752,1,4.04344,0.37855,0.001,0.00002,1000,1.8,0.07,-50,0.051,DB
1753,1,4.14295,0.6043,0.001,0.00002,1000,1.8,0.07,-50,0.051,DB
1754,1,4.13742,0.93057,0.001,0.00002,1000,1.8,0.07,-50,0.051,DB
1755,1,5.32199,4.06794,0.001,0.00002,1000,1.8,0.07,-50,0.051,DB
1756,4,0.00253,14.3301,0.001,0.00002,1000,1.8,0.07,-50,0.051,A
1757,4,0.0039,13.8237,0.001,0.00002,1000,1.8,0.07,-50,0.051,A
1758,4,0.00618,14.3301,0.001,0.00002,1000,1.8,0.07,-50,0.051,A
1759,4,0.01032,13.8237,0.001,0.00002,1000,1.8,0.07,-50,0.051,A
1760,4,0.01594,13.8237,0.001,0.00002,1000,1.8,0.07,-50,0.051,A
1761,4,0.02462,13.8237,0.001,0.00002,1000,1.8,0.07,-50,0.051,A
1762,4,0.04003,13.8237,0.001,0.00002,1000,1.8,0.07,-50,0.051,A
1763,4,0.06508,13.8237,0.001,0.00002,1000,1.8,0.07,-50,0.051,A
1764,4,0.10584,13.3352,0.001,0.00002,1000,1.8,0.07,-50,0.051,A
1765,4,0.17206,14.3301,0.001,0.00002,1000,1.8,0.07,-50,0.051,A
1766,4,0.25219,23.7137,0.001,0.00002,1000,1.8,0.07,-50,0.051,A
1767,4,0.16749,22.8757,0.001,0.00002,1000,1.8,0.07,-50,0.051,A
1768,4,0.09788,22.8757,0.001,0.00002,1000,1.8,0.07,-50,0.051,A
1769,4,0.0103,23.7137,0.001,0.00002,1000,1.8,0.07,-50,0.051,A
1770,4,0.0024,25.483,0.001,0.00002,1000,1.8,0.07,-50,0.051,A
1771,5,0.10248,0.01486,0.001,0.00002,1000,1.8,0.07,-50,0.051,I
1772,5,0.00999,0.0154,0.001,0.00002,1000,1.8,0.07,-50,0.051,I
1773,5,0.00232,0.01486,0.001,0.00002,1000,1.8,0.07,-50,0.051,I
1774,5,0.00232,0.02371,0.001,0.00002,1000,1.8,0.07,-50,0.051,I
1775,5,0.00397,0.02207,0.001,0.00002,1000,1.8,0.07,-50,0.051,I
1776,5,0.00598,0.02288,0.001,0.00002,1000,1.8,0.07,-50,0.051,I
1777,5,0.01024,0.02288,0.001,0.00002,1000,1.8,0.07,-50,0.051,I
1778,5,0.01541,0.02371,0.001,0.00002,1000,1.8,0.07,-50,0.051,I
1779,5,0.02637,0.02371,0.001,0.00002,1000,1.8,0.07,-50,0.051,I
1780,5,0.03871,0.02371,0.001,0.00002,1000,1.8,0.07,-50,0.051,I
1781,5,0.06135,0.02371,0.001,0.00002,1000,1.8,0.07,-50,0.051,I
1782,5,0.10499,0.02371,0.001,0.00002,1000,1.8,0.07,-50,0.051,I
1783,5,0.1622,0.02371,0.001,0.00002,1000,1.8,0.07,-50,0.051,I
1784,5,0.25708,0.02371,0.001,0.00002,1000,1.8,0.07,-50,0.051,I
1785,5,0.42887,0.02371,0.001,0.00002,1000,1.8,0.07,-50,0.051,I
1786,5,0.67968,0.02371,0.001,0.00002,1000,1.8,0.07,-50,0.051,I
1787,5,1.04998,0.02371,0.001,0.00002,1000,1.8,0.07,-50,0.051,I
1788,5,1.62212,0.02371,0.001,0.00002,1000,1.8,0.07,-50,0.051,I
1789,5,1.66193,0.03786,0.001,0.00002,1000,1.8,0.07,-50,0.051,I
1790,5,2.20209,0.03786,0.001,0.00002,1000,1.8,0.07,-50,0.051,I
1791,5,1.07589,0.03652,0.001,0.00002,1000,1.8,0.07,-50,0.051,I
1792,5,0.64497,0.03652,0.001,0.00002,1000,1.8,0.07,-50,0.051,I
1793,5,0.4283,0.03786,0.001,0.00002,1000,1.8,0.07,-50,0.051,I
1794,5,0.25027,0.03786,0.001,0.00002,1000,1.8,0.07,-50,0.051,I
1795,5,0.16619,0.03786,0.001,0.00002,1000,1.8,0.07,-50,0.051,I
1796,5,0.10758,0.03786,0.001,0.00002,1000,1.8,0.07,-50,0.051,I
1797,5,0.0645,0.03652,0.001,0.00002,1000,1.8,0.07,-50,0.051,I
1798,5,0.03866,0.03786,0.001,0.00002,1000,1.8,0.07,-50,0.051,I
1799,5,0.02568,0.03652,0.001,0.00002,1000,1.8,0.07,-50,0.051,I
1800,5,0.015,0.03786,0.001,0.00002,1000,1.8,0.07,-50,0.051,I
1801,5,0.01022,0.03786,0.001,0.00002,1000,1.8,0.07,-50,0.051,I
1802,5,0.00613,0.03652,0.001,0.00002,1000,1.8,0.07,-50,0.051,I
1803,5,0.00387,0.03786,0.001,0.00002,1000,1.8,0.07,-50,0.051,I
1804,5,0.00244,0.03786,0.001,0.00002,1000,1.8,0.07,-50,0.051,I
1805,5,0.00237,0.06043,0.001,0.00002,1000,1.8,0.07,-50,0.051,I
1806,5,0.01021,0.06043,0.001,0.00002,1000,1.8,0.07,-50,0.051,I
1807,5,0.10745,0.05829,0.001,0.00002,1000,1.8,0.07,-50,0.051,I
1808,5,0.42773,0.06043,0.001,0.00002,1000,1.8,0.07,-50,0.051,I
1809,5,0.6608,0.06043,0.001,0.00002,1000,1.8,0.07,-50,0.051,I
1810,5,1.04725,0.06043,0.001,0.00002,1000,1.8,0.07,-50,0.051,I
1811,5,1.61791,0.05829,0.001,0.00002,1000,1.8,0.07,-50,0.051,I
1812,5,2.63053,0.06043,0.001,0.00002,1000,1.8,0.07,-50,0.051,I
1813,5,2.62758,0.09306,0.001,0.00002,1000,1.8,0.07,-50,0.051,I
1814,5,1.74474,0.09306,0.001,0.00002,1000,1.8,0.07,-50,0.051,I
1815,5,1.0731,0.09306,0.001,0.00002,1000,1.8,0.07,-50,0.051,I
1816,5,0.10197,0.08977,0.001,0.00002,1000,1.8,0.07,-50,0.051,I
1817,5,0.01046,0.09306,0.001,0.00002,1000,1.8,0.07,-50,0.051,I
1818,5,0.00243,0.09306,0.001,0.00002,1000,1.8,0.07,-50,0.051,I
1819,5,0.00243,0.14855,0.001,0.00002,1000,1.8,0.07,-50,0.051,I
1820,5,0.01018,0.15399,0.001,0.00002,1000,1.8,0.07,-50,0.051,I
1821,5,0.10447,0.1433,0.001,0.00002,1000,1.8,0.07,-50,0.051,I
1822,5,1.04453,0.15399,0.001,0.00002,1000,1.8,0.07,-50,0.051,I
1823,5,1.65551,0.15399,0.001,0.00002,1000,1.8,0.07,-50,0.051,I
1824,5,2.6237,0.15399,0.001,0.00002,1000,1.8,0.07,-50,0.051,I
1825,5,2.55421,0.23714,0.001,0.00002,1000,1.8,0.07,-50,0.051,I
1826,5,1.65354,0.23714,0.001,0.00002,1000,1.8,0.07,-50,0.051,I
1827,5,2.61763,0.36517,0.001,0.00002,1000,1.8,0.07,-50,0.051,I
1828,5,1.73801,0.37855,0.001,0.00002,1000,1.8,0.07,-50,0.051,I
1829,5,0.1042,0.36517,0.001,0.00002,1000,1.8,0.07,-50,0.051,I
1830,5,0.01042,0.37855,0.001,0.00002,1000,1.8,0.07,-50,0.051,I
1831,5,0.00249,0.36517,0.001,0.00002,1000,1.8,0.07,-50,0.051,I
1832,5,0.00242,0.93057,0.001,0.00002,1000,1.8,0.07,-50,0.051,I
1833,5,0.09874,0.96466,0.001,0.00002,1000,1.8,0.07,-50,0.051,I
1834,5,1.69221,0.58294,0.001,0.00002,1000,1.8,0.07,-50,0.051,I
1835,5,2.68186,0.58294,0.001,0.00002,1000,1.8,0.07,-50,0.051,I
1836,5,2.67791,0.96466,0.001,0.00002,1000,1.8,0.07,-50,0.051,I
1837,5,2.6749,1.48551,0.001,0.00002,1000,1.8,0.07,-50,0.051,I
1838,5,2.67114,2.45824,0.001,0.00002,1000,1.8,0.07,-50,0.051,I
1839,5,2.66795,3.78552,0.001,0.00002,1000,1.8,0.07,-50,0.051,I
1840,5,2.59711,6.04296,0.001,0.00002,1000,1.8,0.07,-50,0.051,I
1841,5,2.66084,9.64662,0.001,0.00002,1000,1.8,0.07,-50,0.051,I
1842,5,2.65747,15.3993,0.001,0.00002,1000,1.8,0.07,-50,0.051,I
1843,5,2.65374,25.483,0.001,0.00002,1000,1.8,0.07,-50,0.051,I
1844,5,1.68557,2.37137,0.001,0.00002,1000,1.8,0.07,-50,0.051,I
1845,5,1.6832,3.92419,0.001,0.00002,1000,1.8,0.07,-50,0.051,I
1846,5,1.72474,6.04296,0.001,0.00002,1000,1.8,0.07,-50,0.051,I
1847,5,1.67895,9.64662,0.001,0.00002,1000,1.8,0.07,-50,0.051,I
1848,5,1.67671,15.3993,0.001,0.00002,1000,1.8,0.07,-50,0.051,I
1849,5,1.71773,26.4165,0.001,0.00002,1000,1.8,0.07,-50,0.051,I
1850,5,1.03663,2.28757,0.001,0.00002,1000,1.8,0.07,-50,0.051,I
1851,5,1.08959,3.78552,0.001,0.00002,1000,1.8,0.07,-50,0.051,I
1852,5,1.08829,6.04296,0.001,0.00002,1000,1.8,0.07,-50,0.051,I
1853,5,1.05924,10,0.001,0.00002,1000,1.8,0.07,-50,0.051,I
1854,5,1.1135,15.3993,0.001,0.00002,1000,1.8,0.07,-50,0.051,I
1855,5,1.14075,25.483,0.001,0.00002,1000,1.8,0.07,-50,0.051,I
