Samples,FlowPattern,Vsl,Vsg,VisL,VisG,DenL,DenG,ST,Ang,ID,FPLabels
323,1,2.5,0.1,0.001,2.00E-05,1000,1.8,0.07,2,0.025,DB
324,1,2.5,0.063,0.001,2.00E-05,1000,1.8,0.07,1,0.025,DB
325,5,1.63789,1.55389,0.001,2.00E-05,1000,1.8,0.07,15,0.051,I
326,5,0.01,0.1,0.001,2.00E-05,1000,1.8,0.07,1,0.025,I
327,4,0.025,25,0.001,2.00E-05,1000,1.8,0.07,5,0.025,A
328,7,0.14558,0.06254,0.001,2.00E-05,1000,1.8,0.07,90,0.051,B
329,1,4,1.6,0.001,2.00E-05,1000,1.8,0.07,2,0.025,DB
330,5,0.6,25,0.001,2.00E-05,1000,1.8,0.07,0.5,0.025,I
331,4,0.25219,23.7137,0.001,2.00E-05,1000,1.8,0.07,-50,0.051,A
332,5,0.00932,0.36674,0.001,2.00E-05,1000,1.8,0.07,15,0.051,I
333,4,0.4,25,0.001,2.00E-05,1000,1.8,0.07,-10,0.025,A
334,4,0.11243,25.1492,0.001,2.00E-05,1000,1.8,0.07,85,0.051,A
335,5,0.25,6.3,0.001,2.00E-05,1000,1.8,0.07,5,0.025,I
336,5,0.1009,3.92419,0.001,2.00E-05,1000,1.8,0.07,-50,0.051,I
337,5,0.63,1,0.001,2.00E-05,1000,1.8,0.07,-1,0.025,I
338,5,0.1683,0.08334,0.001,2.00E-05,1000,1.8,0.07,30,0.051,I
339,5,0.09737,0.23404,0.001,2.00E-05,1000,1.8,0.07,90,0.025,I
340,3,0.04557,16.8225,0.001,2.00E-05,1000,1.8,0.07,-70,0.025,SW
341,5,0.00364,5.845,0.001,2.00E-05,1000,1.8,0.07,30,0.051,I
342,5,0.63,10,0.001,2.00E-05,1000,1.8,0.07,1,0.025,I
343,4,0.25587,24.7488,0.001,2.00E-05,1000,1.8,0.07,20,0.051,A
344,5,0.00876,0.6,0.001,2.00E-05,1000,1.8,0.07,0.25,0.025,I
345,3,0.016,10,0.001,2.00E-05,1000,1.8,0.07,-1,0.025,SW
346,5,0.0063,0.4,0.001,2.00E-05,1000,1.8,0.07,5,0.025,I
347,3,0.63,2.5,0.001,2.00E-05,1000,1.8,0.07,-5,0.025,SW
348,3,0.25,0.016,0.001,2.00E-05,1000,1.8,0.07,-10,0.051,SW
349,5,1,25,0.001,2.00E-05,1000,1.8,0.07,0.5,0.051,I
350,1,3.94077,1.05012,0.001,2.00E-05,1000,1.8,0.07,-70,0.051,DB
351,4,0.0142,15.8182,0.001,2.00E-05,1000,1.8,0.07,80,0.051,A
352,4,0.00947,2.51733,0.001,2.00E-05,1000,1.8,0.07,-90,0.025,A
353,5,0.9916,0.6043,0.001,2.00E-05,1000,1.8,0.07,15,0.025,I
354,3,0.0043,0.24529,0.001,2.00E-05,1000,1.8,0.07,-70,0.025,SW
355,1,2.37771,0.09816,0.001,2.00E-05,1000,1.8,0.07,70,0.025,DB
356,4,0.38781,4.08226,0.001,2.00E-05,1000,1.8,0.07,-90,0.025,A
357,1,3.95603,2.46863,0.001,2.00E-05,1000,1.8,0.07,-80,0.051,DB
358,5,0.00411,2.53143,0.001,2.00E-05,1000,1.8,0.07,70,0.051,I
359,2,0.01,2.5,0.001,2.00E-05,1000,1.8,0.07,0,0.025,SS
360,3,0.01,10,0.001,2.00E-05,1000,1.8,0.07,0.25,0.025,SW
361,5,0.64583,0.06455,0.001,2.00E-05,1000,1.8,0.07,50,0.025,I
362,5,1.66555,0.23714,0.001,2.00E-05,1000,1.8,0.07,15,0.025,I
363,5,1,1.6,0.001,2.00E-05,1000,1.8,0.07,0.25,0.051,I
364,5,1,0.63,0.001,2.00E-05,1000,1.8,0.07,0,0.051,I
365,3,0.0063,16,0.001,2.00E-05,1000,1.8,0.07,2,0.051,SW
366,5,0.26902,2.3351,0.001,2.00E-05,1000,1.8,0.07,85,0.051,I
367,5,2.45773,1.63425,0.001,2.00E-05,1000,1.8,0.07,-80,0.051,I
368,3,1.6,0.1,0.001,2.00E-05,1000,1.8,0.07,-10,0.051,SW
369,4,0.063,16,0.001,2.00E-05,1000,1.8,0.07,-5,0.051,A
370,4,0.04,25,0.001,2.00E-05,1000,1.8,0.07,0.5,0.051,A
371,5,0.38542,0.23891,0.001,2.00E-05,1000,1.8,0.07,80,0.051,I
372,4,0.25,25,0.001,2.00E-05,1000,1.8,0.07,-10,0.025,A
373,4,0.0025,25,0.001,2.00E-05,1000,1.8,0.07,1,0.051,A
374,5,0.10716,6.26434,0.001,2.00E-05,1000,1.8,0.07,15,0.025,I
375,4,0.56,25,0.001,2.00E-05,1000,1.8,0.07,0,0.025,A
376,5,1,0.15,0.001,2.00E-05,1000,1.8,0.07,0.25,0.025,I
377,3,0.1,0.4,0.001,2.00E-05,1000,1.8,0.07,-1,0.025,SW
378,5,1.65551,0.15399,0.001,2.00E-05,1000,1.8,0.07,-50,0.051,I
379,3,1,2.5,0.001,2.00E-05,1000,1.8,0.07,-10,0.025,SW
380,5,2.5,4,0.001,2.00E-05,1000,1.8,0.07,2,0.025,I
381,5,2.4808,1.6041,0.001,2.00E-05,1000,1.8,0.07,50,0.025,I
382,4,0.00611,38.5423,0.001,2.00E-05,1000,1.8,0.07,-30,0.051,A
383,5,2.35212,1.62235,0.001,2.00E-05,1000,1.8,0.07,-70,0.051,I
384,3,0.1,6.3,0.001,2.00E-05,1000,1.8,0.07,-1,0.025,SW
385,5,1,15,0.001,2.00E-05,1000,1.8,0.07,10,0.025,I
386,3,0.05994,15.7251,0.001,2.00E-05,1000,1.8,0.07,-30,0.051,SW
387,5,0.0025,0.63,0.001,2.00E-05,1000,1.8,0.07,10,0.051,I
388,3,0.1,0.1,0.001,2.00E-05,1000,1.8,0.07,-5,0.051,SW
389,5,2.5,2.5,0.001,2.00E-05,1000,1.8,0.07,-1,0.025,I
390,5,0.0025,0.04,0.001,2.00E-05,1000,1.8,0.07,10,0.051,I
391,5,2.5,10,0.001,2.00E-05,1000,1.8,0.07,2,0.051,I
392,5,0.68193,0.10216,0.001,2.00E-05,1000,1.8,0.07,-90,0.025,I
393,5,0.05674,6.29611,0.001,2.00E-05,1000,1.8,0.07,80,0.051,I
394,1,4,1,0.001,2.00E-05,1000,1.8,0.07,0.25,0.025,DB
395,1,2.59455,1.69602,0.001,2.00E-05,1000,1.8,0.07,80,0.051,DB
396,5,2.5,0.04,0.001,2.00E-05,1000,1.8,0.07,0,0.051,I
397,5,0.25,1,0.001,2.00E-05,1000,1.8,0.07,0.5,0.025,I
398,5,0.0956,0.23965,0.001,2.00E-05,1000,1.8,0.07,20,0.051,I
399,7,0.65396,0.06074,0.001,2.00E-05,1000,1.8,0.07,90,0.051,B
400,4,0.03786,16.1144,0.001,2.00E-05,1000,1.8,0.07,80,0.051,A
401,5,1.03256,7.01075,0.001,2.00E-05,1000,1.8,0.07,-90,0.025,I
402,7,0.25255,0.09884,0.001,2.00E-05,1000,1.8,0.07,80,0.051,B
403,1,2.5,0.25,0.001,2.00E-05,1000,1.8,0.07,-1,0.025,DB
404,5,0.0025,0.4,0.001,2.00E-05,1000,1.8,0.07,2,0.051,I
405,5,1.5,10,0.001,2.00E-05,1000,1.8,0.07,0,0.025,I
406,3,0.4,4,0.001,2.00E-05,1000,1.8,0.07,-10,0.051,SW
407,4,0.07159,22.8789,0.001,2.00E-05,1000,1.8,0.07,30,0.051,A
408,1,3.70551,0.99139,0.001,2.00E-05,1000,1.8,0.07,90,0.051,DB
409,3,0.01,10,0.001,2.00E-05,1000,1.8,0.07,1,0.051,SW
410,5,1.6,0.025,0.001,2.00E-05,1000,1.8,0.07,1,0.051,I
411,4,0.1051,14.6128,0.001,2.00E-05,1000,1.8,0.07,90,0.025,A
412,1,4,4,0.001,2.00E-05,1000,1.8,0.07,-1,0.025,DB
413,4,0.04,10,0.001,2.00E-05,1000,1.8,0.07,2,0.025,A
414,2,0.06,0.06,0.001,2.00E-05,1000,1.8,0.07,0,0.025,SS
415,5,0.00613,9.63578,0.001,2.00E-05,1000,1.8,0.07,70,0.051,I
416,3,0.40019,3.94299,0.001,2.00E-05,1000,1.8,0.07,-80,0.051,SW
417,5,0.07337,0.12761,0.001,2.00E-05,1000,1.8,0.07,30,0.051,I
418,3,0.00153,0.01538,0.001,2.00E-05,1000,1.8,0.07,-80,0.051,SW
419,4,0.00237,14.535,0.001,2.00E-05,1000,1.8,0.07,20,0.051,A
420,5,1,0.25,0.001,2.00E-05,1000,1.8,0.07,10,0.051,I
421,1,3.0937,0.58286,0.001,2.00E-05,1000,1.8,0.07,-70,0.051,DB
422,3,0.1,0.6,0.001,2.00E-05,1000,1.8,0.07,-10,0.025,SW
423,3,0.01,10,0.001,2.00E-05,1000,1.8,0.07,-5,0.025,SW
424,4,0.02471,39.2364,0.001,2.00E-05,1000,1.8,0.07,70,0.025,A
425,5,0.09694,2.4815,0.001,2.00E-05,1000,1.8,0.07,50,0.025,I
426,5,1.6832,3.92419,0.001,2.00E-05,1000,1.8,0.07,-50,0.051,I
427,5,0.09602,0.39091,0.001,2.00E-05,1000,1.8,0.07,50,0.025,I
428,5,0.06098,0.02523,0.001,2.00E-05,1000,1.8,0.07,50,0.051,I
429,4,0.01027,10.2526,0.001,2.00E-05,1000,1.8,0.07,20,0.025,A
430,7,0.00939,0.02576,0.001,2.00E-05,1000,1.8,0.07,80,0.051,B
431,3,0.00677,15.6689,0.001,2.00E-05,1000,1.8,0.07,-80,0.025,SW
432,5,2.5,6.3,0.001,2.00E-05,1000,1.8,0.07,0.5,0.051,I
433,4,0.04,25,0.001,2.00E-05,1000,1.8,0.07,0.25,0.051,A
434,5,0.01,2.5,0.001,2.00E-05,1000,1.8,0.07,2,0.051,I
435,3,0.98799,0.0154,0.001,2.00E-05,1000,1.8,0.07,-30,0.051,SW
436,4,0.025,25,0.001,2.00E-05,1000,1.8,0.07,10,0.051,A
437,5,0.00983,9.56561,0.001,2.00E-05,1000,1.8,0.07,50,0.051,I
438,5,0.97208,0.00391,0.001,2.00E-05,1000,1.8,0.07,20,0.025,I
439,5,2.5,1,0.001,2.00E-05,1000,1.8,0.07,0.5,0.025,I
440,3,0.004,0.25,0.001,2.00E-05,1000,1.8,0.07,-10,0.025,SW
441,3,0.01081,0.01615,0.001,2.00E-05,1000,1.8,0.07,-80,0.025,SW
442,5,1.98096,1.59163,0.001,2.00E-05,1000,1.8,0.07,80,0.051,I
443,5,1.03155,0.0239,0.001,2.00E-05,1000,1.8,0.07,20,0.051,I
444,3,0.01,1,0.001,2.00E-05,1000,1.8,0.07,-10,0.051,SW
445,5,0.01237,0.08132,0.001,2.00E-05,1000,1.8,0.07,30,0.051,I
446,5,1.35335,0.09715,0.001,2.00E-05,1000,1.8,0.07,50,0.025,I
447,1,2.53241,0.15287,0.001,2.00E-05,1000,1.8,0.07,-80,0.051,DB
448,4,0.6,25,0.001,2.00E-05,1000,1.8,0.07,10,0.025,A
449,5,0.65231,0.09749,0.001,2.00E-05,1000,1.8,0.07,-50,0.025,I
450,5,3.7474,10.2145,0.001,2.00E-05,1000,1.8,0.07,-90,0.025,I
451,4,0.04284,15.2175,0.001,2.00E-05,1000,1.8,0.07,90,0.025,A
452,4,1.62098,6.14056,0.001,2.00E-05,1000,1.8,0.07,-80,0.051,A
453,5,1.0143,0.203,0.001,2.00E-05,1000,1.8,0.07,30,0.051,I
454,4,0.025,40,0.001,2.00E-05,1000,1.8,0.07,0.25,0.025,A
455,5,0.1,0.063,0.001,2.00E-05,1000,1.8,0.07,5,0.025,I
456,5,0.00246,2.51627,0.001,2.00E-05,1000,1.8,0.07,20,0.051,I
457,4,0.4,15,0.001,2.00E-05,1000,1.8,0.07,0.5,0.025,A
458,3,0.63,0.04,0.001,2.00E-05,1000,1.8,0.07,-5,0.025,SW
459,5,0.10481,2.35477,0.001,2.00E-05,1000,1.8,0.07,90,0.025,I
460,3,0.0063,6.3,0.001,2.00E-05,1000,1.8,0.07,0.25,0.051,SW
461,5,2.66776,15.9231,0.001,2.00E-05,1000,1.8,0.07,-30,0.025,I
462,5,0.00939,1.59208,0.001,2.00E-05,1000,1.8,0.07,80,0.051,I
463,5,0.63,25,0.001,2.00E-05,1000,1.8,0.07,0.5,0.051,I
464,5,1,0.025,0.001,2.00E-05,1000,1.8,0.07,-1,0.051,I
465,3,0.016,10,0.001,2.00E-05,1000,1.8,0.07,-5,0.051,SW
466,5,0.063,0.025,0.001,2.00E-05,1000,1.8,0.07,0.25,0.051,I
467,4,0.00232,39.1758,0.001,2.00E-05,1000,1.8,0.07,-30,0.051,A
468,4,0.6,40,0.001,2.00E-05,1000,1.8,0.07,0.25,0.025,A
469,1,3.69355,0.25308,0.001,2.00E-05,1000,1.8,0.07,30,0.025,DB
470,5,0.9916,2.42974,0.001,2.00E-05,1000,1.8,0.07,50,0.051,I
471,5,1.57097,0.01545,0.001,2.00E-05,1000,1.8,0.07,-80,0.025,I
472,5,1.61031,0.60873,0.001,2.00E-05,1000,1.8,0.07,-90,0.025,I
473,5,2.5,0.025,0.001,2.00E-05,1000,1.8,0.07,10,0.051,I
474,3,0.01125,0.01568,0.001,2.00E-05,1000,1.8,0.07,-70,0.025,SW
475,5,0.1,1.6,0.001,2.00E-05,1000,1.8,0.07,1,0.025,I
476,5,0.40828,6.44382,0.001,2.00E-05,1000,1.8,0.07,-50,0.025,I
477,5,0.72096,10,0.001,2.00E-05,1000,1.8,0.07,15,0.025,I
478,4,0.1,4,0.001,2.00E-05,1000,1.8,0.07,0,0.025,A
479,5,0.94109,6.40342,0.001,2.00E-05,1000,1.8,0.07,70,0.051,I
480,5,0.39918,0.09955,0.001,2.00E-05,1000,1.8,0.07,20,0.025,I
481,5,1.55568,1.07789,0.001,2.00E-05,1000,1.8,0.07,-90,0.051,I
482,5,0.006,1.5,0.001,2.00E-05,1000,1.8,0.07,10,0.025,I
483,5,1.59611,0.15207,0.001,2.00E-05,1000,1.8,0.07,50,0.025,I
484,5,0.1518,1.0138,0.001,2.00E-05,1000,1.8,0.07,90,0.025,I
485,4,0.4,16,0.001,2.00E-05,1000,1.8,0.07,0,0.051,A
486,5,0.04942,6.19554,0.001,2.00E-05,1000,1.8,0.07,15,0.051,I
487,3,0.63,0.25,0.001,2.00E-05,1000,1.8,0.07,-5,0.025,SW
488,4,0.006,25.2512,0.001,2.00E-05,1000,1.8,0.07,-80,0.051,A
489,3,0.16,0.4,0.001,2.00E-05,1000,1.8,0.07,-1,0.025,SW
490,3,2.30759,2.50533,0.001,2.00E-05,1000,1.8,0.07,-30,0.051,SW
491,5,1.04983,10.1987,0.001,2.00E-05,1000,1.8,0.07,-90,0.025,I
492,5,0.00942,0.37416,0.001,2.00E-05,1000,1.8,0.07,-50,0.025,I
493,3,0.01,16,0.001,2.00E-05,1000,1.8,0.07,1,0.051,SW
494,1,2.5,0.04,0.001,2.00E-05,1000,1.8,0.07,1,0.025,DB
495,5,0.26316,9.86911,0.001,2.00E-05,1000,1.8,0.07,70,0.051,I
496,5,3.08025,0.37786,0.001,2.00E-05,1000,1.8,0.07,20,0.051,I
497,3,0.004,25,0.001,2.00E-05,1000,1.8,0.07,-10,0.051,SW
498,5,0.10689,0.02389,0.001,2.00E-05,1000,1.8,0.07,20,0.051,I
499,5,1,16,0.001,2.00E-05,1000,1.8,0.07,0.5,0.051,I
500,5,0.00977,9.60974,0.001,2.00E-05,1000,1.8,0.07,70,0.051,I
501,4,0.016,25,0.001,2.00E-05,1000,1.8,0.07,0,0.051,A
502,5,0.1,0.1,0.001,2.00E-05,1000,1.8,0.07,5,0.025,I
503,5,0.63,10,0.001,2.00E-05,1000,1.8,0.07,-5,0.051,I
504,2,0.0063,0.1,0.001,2.00E-05,1000,1.8,0.07,0,0.051,SS
505,4,0.41024,4.27154,0.001,2.00E-05,1000,1.8,0.07,-80,0.025,A
506,4,0.1,25,0.001,2.00E-05,1000,1.8,0.07,10,0.051,A
507,2,0.01,1,0.001,2.00E-05,1000,1.8,0.07,-5,0.051,SS
508,4,0.63,16,0.001,2.00E-05,1000,1.8,0.07,-10,0.051,A
509,5,0.01023,0.0376,0.001,2.00E-05,1000,1.8,0.07,50,0.051,I
510,4,0.025,25,0.001,2.00E-05,1000,1.8,0.07,0.25,0.051,A
511,4,0.00372,9.58176,0.001,2.00E-05,1000,1.8,0.07,70,0.025,A
512,5,0.04,0.04,0.001,2.00E-05,1000,1.8,0.07,0.25,0.025,I
513,3,0.015,15,0.001,2.00E-05,1000,1.8,0.07,0.5,0.025,SW
514,5,0.07325,4.19922,0.001,2.00E-05,1000,1.8,0.07,30,0.051,I
515,5,1.61393,0.09872,0.001,2.00E-05,1000,1.8,0.07,-80,0.025,I
516,3,0.00272,25.5421,0.001,2.00E-05,1000,1.8,0.07,-70,0.051,SW
517,4,0.00977,0.10382,0.001,2.00E-05,1000,1.8,0.07,-90,0.051,A
518,5,0.6,0.6,0.001,2.00E-05,1000,1.8,0.07,0,0.025,I
519,5,3.79404,4.0571,0.001,2.00E-05,1000,1.8,0.07,-30,0.051,I
520,7,0.00241,0.06473,0.001,2.00E-05,1000,1.8,0.07,80,0.051,B
521,5,0.1115,9.7616,0.001,2.00E-05,1000,1.8,0.07,85,0.051,I
522,5,0.00239,10.2306,0.001,2.00E-05,1000,1.8,0.07,15,0.051,I
523,5,0.01,1,0.001,2.00E-05,1000,1.8,0.07,5,0.025,I
524,5,1.63,16,0.001,2.00E-05,1000,1.8,0.07,-1,0.025,I
525,5,0.25,0.04,0.001,2.00E-05,1000,1.8,0.07,0,0.025,I
526,5,1.59986,6.10209,0.001,2.00E-05,1000,1.8,0.07,15,0.051,I
527,1,0.15399,4.00892,0.001,2.00E-05,1000,1.8,0.07,15,0.025,DB
528,3,0.0025,16,0.001,2.00E-05,1000,1.8,0.07,0,0.051,SW
529,2,0.01,0.1,0.001,2.00E-05,1000,1.8,0.07,-1,0.025,SS
530,1,3.95408,1.49746,0.001,2.00E-05,1000,1.8,0.07,-50,0.025,DB
531,1,4.13481,0.58294,0.001,2.00E-05,1000,1.8,0.07,15,0.025,DB
532,1,4.01061,1.47262,0.001,2.00E-05,1000,1.8,0.07,50,0.025,DB
533,3,0.063,1.6,0.001,2.00E-05,1000,1.8,0.07,0,0.051,SW
534,5,1.07873,0.96833,0.001,2.00E-05,1000,1.8,0.07,85,0.051,I
535,5,0.00979,3.94687,0.001,2.00E-05,1000,1.8,0.07,70,0.025,I
536,5,2.5,6.3,0.001,2.00E-05,1000,1.8,0.07,-10,0.051,I
537,3,0.14686,1.00649,0.001,2.00E-05,1000,1.8,0.07,-80,0.051,SW
538,5,2.5,4,0.001,2.00E-05,1000,1.8,0.07,0.25,0.051,I
539,5,1.02735,25.0392,0.001,2.00E-05,1000,1.8,0.07,50,0.025,I
540,4,0.01018,10,0.001,2.00E-05,1000,1.8,0.07,15,0.025,A
541,5,0.01,0.1,0.001,2.00E-05,1000,1.8,0.07,1,0.051,I
542,1,4.06423,0.05829,0.001,2.00E-05,1000,1.8,0.07,-50,0.051,DB
543,5,2.5,6,0.001,2.00E-05,1000,1.8,0.07,0.25,0.025,I
544,5,0.0063,0.16,0.001,2.00E-05,1000,1.8,0.07,2,0.025,I
545,5,0.01,0.025,0.001,2.00E-05,1000,1.8,0.07,0.25,0.051,I
546,5,0.03572,9.93731,0.001,2.00E-05,1000,1.8,0.07,90,0.051,I
547,5,1,0.1,0.001,2.00E-05,1000,1.8,0.07,0.5,0.051,I
548,5,0.94593,24.9023,0.001,2.00E-05,1000,1.8,0.07,70,0.025,I
549,5,0.63,16,0.001,2.00E-05,1000,1.8,0.07,2,0.025,I
550,4,0.016,25,0.001,2.00E-05,1000,1.8,0.07,10,0.051,A
551,3,1,1,0.001,2.00E-05,1000,1.8,0.07,-10,0.051,SW
552,5,1,0.4,0.001,2.00E-05,1000,1.8,0.07,1,0.025,I
553,5,0.00362,4.03209,0.001,2.00E-05,1000,1.8,0.07,80,0.051,I
554,1,4.42709,1.53604,0.001,2.00E-05,1000,1.8,0.07,-70,0.025,DB
555,3,0.0015,0.09083,0.001,2.00E-05,1000,1.8,0.07,-30,0.051,SW
556,5,0.01,0.04,0.001,2.00E-05,1000,1.8,0.07,5,0.025,I
557,4,0.0063,25,0.001,2.00E-05,1000,1.8,0.07,2,0.051,A
558,5,2.5,2.5,0.001,2.00E-05,1000,1.8,0.07,5,0.025,I
559,5,0.00246,1.521,0.001,2.00E-05,1000,1.8,0.07,20,0.051,I
560,5,0.24946,0.00384,0.001,2.00E-05,1000,1.8,0.07,20,0.025,I
561,5,0.16,0.25,0.001,2.00E-05,1000,1.8,0.07,10,0.051,I
562,1,0.04003,4,0.001,2.00E-05,1000,1.8,0.07,0.5,0.025,DB
563,5,1.02735,0.08317,0.001,2.00E-05,1000,1.8,0.07,30,0.051,I
564,5,0.63214,0.06107,0.001,2.00E-05,1000,1.8,0.07,70,0.025,I
565,3,0.0016,16,0.001,2.00E-05,1000,1.8,0.07,-5,0.051,SW
566,3,0.6,0.25,0.001,2.00E-05,1000,1.8,0.07,-10,0.025,SW
567,5,0.25,2.5,0.001,2.00E-05,1000,1.8,0.07,0,0.051,I
568,5,2.06104,0.14747,0.001,2.00E-05,1000,1.8,0.07,30,0.025,I
569,5,0.00221,0.95764,0.001,2.00E-05,1000,1.8,0.07,80,0.051,I
570,5,0.02247,6.09671,0.001,2.00E-05,1000,1.8,0.07,80,0.051,I
571,4,0.09912,15.2893,0.001,2.00E-05,1000,1.8,0.07,70,0.025,A
572,7,0.00229,0.02508,0.001,2.00E-05,1000,1.8,0.07,80,0.051,B
573,5,0.01,2.5,0.001,2.00E-05,1000,1.8,0.07,0.25,0.025,I
574,5,1.39408,0.59664,0.001,2.00E-05,1000,1.8,0.07,90,0.025,I
575,4,1.64739,2.47054,0.001,2.00E-05,1000,1.8,0.07,-70,0.025,A
576,1,4,1.6,0.001,2.00E-05,1000,1.8,0.07,-5,0.051,DB
577,4,0.63245,26.285,0.001,2.00E-05,1000,1.8,0.07,-70,0.025,A
578,5,0.1,0.63,0.001,2.00E-05,1000,1.8,0.07,2,0.051,I
579,4,0.25,16,0.001,2.00E-05,1000,1.8,0.07,-1,0.025,A
580,5,4,4,0.001,2.00E-05,1000,1.8,0.07,2,0.051,I
581,5,0.63,0.1,0.001,2.00E-05,1000,1.8,0.07,-1,0.025,I
582,5,1.54339,0.02341,0.001,2.00E-05,1000,1.8,0.07,50,0.051,I
583,5,0.0025,1.6,0.001,2.00E-05,1000,1.8,0.07,1,0.051,I
584,5,0.00625,6.06168,0.001,2.00E-05,1000,1.8,0.07,70,0.025,I
585,5,1.6,0.1,0.001,2.00E-05,1000,1.8,0.07,1,0.051,I
586,1,2.65878,0.3691,0.001,2.00E-05,1000,1.8,0.07,-50,0.025,DB
587,4,0.06,25,0.001,2.00E-05,1000,1.8,0.07,-10,0.025,A
588,4,0.00278,27.9418,0.001,2.00E-05,1000,1.8,0.07,-90,0.051,A
589,5,0.4,0.63,0.001,2.00E-05,1000,1.8,0.07,10,0.051,I
590,5,0.25,0.025,0.001,2.00E-05,1000,1.8,0.07,0.25,0.051,I
591,5,1,2.5,0.001,2.00E-05,1000,1.8,0.07,10,0.025,I
592,5,0.00952,0.06052,0.001,2.00E-05,1000,1.8,0.07,20,0.051,I
593,5,1.73045,3.92419,0.001,2.00E-05,1000,1.8,0.07,15,0.025,I
594,5,0.4,6,0.001,2.00E-05,1000,1.8,0.07,10,0.025,I
595,4,0.16,10,0.001,2.00E-05,1000,1.8,0.07,0.25,0.051,A
596,5,0.09683,6.43025,0.001,2.00E-05,1000,1.8,0.07,30,0.025,I
597,5,4.11567,0.00372,0.001,2.00E-05,1000,1.8,0.07,20,0.025,I
598,4,0.015,40,0.001,2.00E-05,1000,1.8,0.07,0,0.025,A
599,4,0.006,25,0.001,2.00E-05,1000,1.8,0.07,5,0.051,A
600,5,0.25,2.5,0.001,2.00E-05,1000,1.8,0.07,0,0.025,I
601,5,0.4,10,0.001,2.00E-05,1000,1.8,0.07,-1,0.051,I
602,3,0.004,3.99879,0.001,2.00E-05,1000,1.8,0.07,0.25,0.025,SW
603,1,2.56555,0.92715,0.001,2.00E-05,1000,1.8,0.07,90,0.025,DB
604,5,2.56266,1.06215,0.001,2.00E-05,1000,1.8,0.07,-70,0.025,I
605,4,0.25354,1.01511,0.001,2.00E-05,1000,1.8,0.07,-90,0.051,A
606,4,0.10011,23.6439,0.001,2.00E-05,1000,1.8,0.07,-50,0.025,A
607,5,2.54329,0.08977,0.001,2.00E-05,1000,1.8,0.07,15,0.025,I
608,5,1,4,0.001,2.00E-05,1000,1.8,0.07,0.25,0.051,I
609,5,0.025,0.04,0.001,2.00E-05,1000,1.8,0.07,0.25,0.025,I
610,3,0.004,25,0.001,2.00E-05,1000,1.8,0.07,2,0.051,SW
611,5,0.006,0.15,0.001,2.00E-05,1000,1.8,0.07,10,0.025,I
612,3,0.63,0.25,0.001,2.00E-05,1000,1.8,0.07,-1,0.051,SW
613,5,0.00911,0.98636,0.001,2.00E-05,1000,1.8,0.07,90,0.051,I
614,5,0.0063,2.5,0.001,2.00E-05,1000,1.8,0.07,2,0.025,I
615,7,0.00905,0.06428,0.001,2.00E-05,1000,1.8,0.07,90,0.051,B
616,5,0.00399,0.03871,0.001,2.00E-05,1000,1.8,0.07,70,0.025,I
617,5,0.09473,0.97694,0.001,2.00E-05,1000,1.8,0.07,20,0.051,I
618,1,2.5,0.016,0.001,2.00E-05,1000,1.8,0.07,-1,0.025,DB
619,5,1.00141,2.46378,0.001,2.00E-05,1000,1.8,0.07,-50,0.025,I
620,1,1.5,4,0.001,2.00E-05,1000,1.8,0.07,0.5,0.025,DB
621,5,0.01031,0.03891,0.001,2.00E-05,1000,1.8,0.07,90,0.025,I
622,5,0.00947,2.57602,0.001,2.00E-05,1000,1.8,0.07,80,0.051,I
623,5,1.6,0.025,0.001,2.00E-05,1000,1.8,0.07,10,0.051,I
624,3,0.16,0.016,0.001,2.00E-05,1000,1.8,0.07,-1,0.025,SW
625,3,0.25,0.016,0.001,2.00E-05,1000,1.8,0.07,-5,0.051,SW
626,5,0.01,1,0.001,2.00E-05,1000,1.8,0.07,10,0.051,I
627,7,0.61527,0.16502,0.001,2.00E-05,1000,1.8,0.07,80,0.051,B
628,5,0.006,6.3,0.001,2.00E-05,1000,1.8,0.07,2,0.051,I
629,5,1,0.25,0.001,2.00E-05,1000,1.8,0.07,0,0.025,I
630,5,1.60173,0.25378,0.001,2.00E-05,1000,1.8,0.07,-70,0.051,I
631,5,0.00894,0.38075,0.001,2.00E-05,1000,1.8,0.07,90,0.051,I
632,4,1.6162,9.73309,0.001,2.00E-05,1000,1.8,0.07,-70,0.051,A
633,5,0.61661,0.1009,0.001,2.00E-05,1000,1.8,0.07,20,0.025,I
634,5,0.0025,4,0.001,2.00E-05,1000,1.8,0.07,1,0.051,I
635,1,2.63423,0.03652,0.001,2.00E-05,1000,1.8,0.07,-50,0.051,DB
636,5,1.54166,0.15347,0.001,2.00E-05,1000,1.8,0.07,-80,0.051,I
637,5,0.09254,0.03685,0.001,2.00E-05,1000,1.8,0.07,30,0.025,I
638,4,0.004,25,0.001,2.00E-05,1000,1.8,0.07,10,0.025,A
639,5,0.06036,0.03786,0.001,2.00E-05,1000,1.8,0.07,15,0.025,I
640,5,1.33043,0.38213,0.001,2.00E-05,1000,1.8,0.07,70,0.025,I
641,1,4,4,0.001,2.00E-05,1000,1.8,0.07,-5,0.025,DB
642,4,0.01,25,0.001,2.00E-05,1000,1.8,0.07,0,0.051,A
643,3,0.68424,1.54188,0.001,2.00E-05,1000,1.8,0.07,-30,0.025,SW
644,1,2.47558,0.09217,0.001,2.00E-05,1000,1.8,0.07,70,0.051,DB
