Samples,FlowPattern,Vsl,Vsg,VisL,VisG,DenL,DenG,ST,Ang,ID,FPLabels
883,5,0.63,0.63,0.001,2.00E-05,1000,1.8,0.07,-1,0.025,I
884,5,0.06383,0.03793,0.001,2.00E-05,1000,1.8,0.07,50,0.051,I
885,5,0.70297,1.48463,0.001,2.00E-05,1000,1.8,0.07,15,0.051,I
886,5,1.64092,2.45548,0.001,2.00E-05,1000,1.8,0.07,-90,0.025,I
887,5,0.01,4,0.001,2.00E-05,1000,1.8,0.07,1,0.051,I
888,5,2.55224,0.15541,0.001,2.00E-05,1000,1.8,0.07,20,0.051,I
889,5,0.004,0.1,0.001,2.00E-05,1000,1.8,0.07,0.5,0.025,I
890,2,0.063,0.025,0.001,2.00E-05,1000,1.8,0.07,0,0.051,SS
891,3,0.1,0.1,0.001,2.00E-05,1000,1.8,0.07,-5,0.025,SW
892,5,0.00974,1.53172,0.001,2.00E-05,1000,1.8,0.07,30,0.025,I
893,3,0.0016,25,0.001,2.00E-05,1000,1.8,0.07,-10,0.051,SW
894,5,0.00395,0.03999,0.001,2.00E-05,1000,1.8,0.07,50,0.025,I
895,4,0.1,25,0.001,2.00E-05,1000,1.8,0.07,-5,0.051,A
896,1,2.66776,0.23975,0.001,2.00E-05,1000,1.8,0.07,-50,0.025,DB
897,5,0.17795,5.79185,0.001,2.00E-05,1000,1.8,0.07,30,0.051,I
898,1,2.64462,0.38256,0.001,2.00E-05,1000,1.8,0.07,-90,0.025,DB
899,4,0.15078,9.93277,0.001,2.00E-05,1000,1.8,0.07,30,0.025,A
900,4,0.06385,25.5332,0.001,2.00E-05,1000,1.8,0.07,-70,0.051,A
901,1,3.91648,0.57732,0.001,2.00E-05,1000,1.8,0.07,70,0.051,DB
902,1,2.46499,0.97283,0.001,2.00E-05,1000,1.8,0.07,70,0.025,DB
903,5,0.004,0.6,0.001,2.00E-05,1000,1.8,0.07,10,0.025,I
904,1,6.3,1,0.001,2.00E-05,1000,1.8,0.07,1,0.051,DB
905,1,4.14878,1.56271,0.001,2.00E-05,1000,1.8,0.07,-30,0.025,DB
906,4,0.25598,16.3954,0.001,2.00E-05,1000,1.8,0.07,20,0.025,A
907,5,0.00967,0.95194,0.001,2.00E-05,1000,1.8,0.07,70,0.051,I
908,5,1.5,6.5,0.001,2.00E-05,1000,1.8,0.07,-10,0.025,I
909,1,4,1,0.001,2.00E-05,1000,1.8,0.07,2,0.025,DB
910,5,0.00931,6.26434,0.001,2.00E-05,1000,1.8,0.07,80,0.051,I
911,5,0.41082,10.0946,0.001,2.00E-05,1000,1.8,0.07,90,0.025,I
912,5,0.05598,6.22462,0.001,2.00E-05,1000,1.8,0.07,90,0.051,I
913,1,4.16045,0.38302,0.001,2.00E-05,1000,1.8,0.07,20,0.025,DB
914,3,0.025,10,0.001,2.00E-05,1000,1.8,0.07,-10,0.025,SW
915,1,4,0.63,0.001,2.00E-05,1000,1.8,0.07,5,0.025,DB
916,4,0.1,16,0.001,2.00E-05,1000,1.8,0.07,-5,0.051,A
917,4,0.025,25,0.001,2.00E-05,1000,1.8,0.07,0.5,0.025,A
918,5,1,10,0.001,2.00E-05,1000,1.8,0.07,5,0.025,I
919,1,6.3,2.5,0.001,2.00E-05,1000,1.8,0.07,0.25,0.051,DB
920,5,0.01598,6.3,0.001,2.00E-05,1000,1.8,0.07,2,0.051,I
921,3,0.004,10,0.001,2.00E-05,1000,1.8,0.07,5,0.051,SW
922,4,0.01018,16.7435,0.001,2.00E-05,1000,1.8,0.07,20,0.025,A
923,3,0.00422,25.4579,0.001,2.00E-05,1000,1.8,0.07,-70,0.025,SW
924,4,0.62979,0.01637,0.001,2.00E-05,1000,1.8,0.07,-80,0.025,A
925,3,0.025,10,0.001,2.00E-05,1000,1.8,0.07,0.5,0.051,SW
926,1,2.5,4,0.001,2.00E-05,1000,1.8,0.07,0.5,0.025,DB
927,5,1.07043,0.61199,0.001,2.00E-05,1000,1.8,0.07,85,0.051,I
928,3,0.00388,0.23574,0.001,2.00E-05,1000,1.8,0.07,-30,0.025,SW
929,5,1.6,0.63,0.001,2.00E-05,1000,1.8,0.07,1,0.051,I
930,5,0.0063,0.04,0.001,2.00E-05,1000,1.8,0.07,2,0.025,I
931,5,0.01,4,0.001,2.00E-05,1000,1.8,0.07,5,0.025,I
932,3,0.22831,9.94324,0.001,2.00E-05,1000,1.8,0.07,-70,0.051,SW
933,2,0.04,0.1,0.001,2.00E-05,1000,1.8,0.07,0,0.051,SS
934,1,1.62007,0.03923,0.001,2.00E-05,1000,1.8,0.07,70,0.025,DB
935,5,1,4,0.001,2.00E-05,1000,1.8,0.07,-1,0.025,I
936,5,2.5,4,0.001,2.00E-05,1000,1.8,0.07,0.25,0.025,I
937,5,0.9516,0.09752,0.001,2.00E-05,1000,1.8,0.07,20,0.051,I
938,4,0.05959,25.2335,0.001,2.00E-05,1000,1.8,0.07,-80,0.051,A
939,5,0.01103,0.09773,0.001,2.00E-05,1000,1.8,0.07,90,0.025,I
940,4,0.01457,25.1804,0.001,2.00E-05,1000,1.8,0.07,-30,0.051,A
941,3,0.0044,0.03878,0.001,2.00E-05,1000,1.8,0.07,-70,0.025,SW
942,5,0.004,0.25,0.001,2.00E-05,1000,1.8,0.07,0.5,0.025,I
943,1,5.88043,0.96561,0.001,2.00E-05,1000,1.8,0.07,20,0.051,DB
944,5,0.01,1,0.001,2.00E-05,1000,1.8,0.07,2,0.025,I
945,5,1.6,6.3,0.001,2.00E-05,1000,1.8,0.07,0,0.051,I
946,3,0.016,10,0.001,2.00E-05,1000,1.8,0.07,2,0.051,SW
947,4,0.00393,9.26982,0.001,2.00E-05,1000,1.8,0.07,50,0.025,A
948,4,0.01006,25.7132,0.001,2.00E-05,1000,1.8,0.07,30,0.025,A
949,4,0.00241,24.1425,0.001,2.00E-05,1000,1.8,0.07,70,0.051,A
950,5,0.01,0.1,0.001,2.00E-05,1000,1.8,0.07,5,0.051,I
951,5,0.1009,2.65542,0.001,2.00E-05,1000,1.8,0.07,80,0.051,I
952,5,0.01028,0.15587,0.001,2.00E-05,1000,1.8,0.07,30,0.025,I
953,5,0.10197,0.08977,0.001,2.00E-05,1000,1.8,0.07,-50,0.051,I
954,5,0.01111,0.59786,0.001,2.00E-05,1000,1.8,0.07,90,0.025,I
955,7,0.09698,0.09524,0.001,2.00E-05,1000,1.8,0.07,90,0.051,B
956,3,0.2505,0.24653,0.001,2.00E-05,1000,1.8,0.07,-30,0.025,SW
957,4,0.87625,10.0366,0.001,2.00E-05,1000,1.8,0.07,-30,0.025,A
958,5,2.34651,1.74192,0.001,2.00E-05,1000,1.8,0.07,30,0.051,I
959,3,0.40915,0.09809,0.001,2.00E-05,1000,1.8,0.07,-80,0.051,SW
960,4,0.4,25,0.001,2.00E-05,1000,1.8,0.07,0.5,0.051,A
961,3,0.025,10,0.001,2.00E-05,1000,1.8,0.07,2,0.025,SW
962,1,2.71047,0.56102,0.001,2.00E-05,1000,1.8,0.07,70,0.051,DB
963,3,0.006,15,0.001,2.00E-05,1000,1.8,0.07,0,0.025,SW
964,4,1.08523,6.30275,0.001,2.00E-05,1000,1.8,0.07,-70,0.025,A
965,5,0.25,0.6,0.001,2.00E-05,1000,1.8,0.07,10,0.025,I
966,3,1.6,0.4,0.001,2.00E-05,1000,1.8,0.07,-5,0.051,SW
967,1,2.49795,0.1,0.001,2.00E-05,1000,1.8,0.07,0.25,0.025,DB
968,5,0.11074,0.36517,0.001,2.00E-05,1000,1.8,0.07,15,0.025,I
969,1,4.04344,0.37855,0.001,2.00E-05,1000,1.8,0.07,-50,0.051,DB
970,4,0.38716,2.41544,0.001,2.00E-05,1000,1.8,0.07,-90,0.025,A
971,5,0.00232,0.01486,0.001,2.00E-05,1000,1.8,0.07,-50,0.051,I
972,3,0.1,4,0.001,2.00E-05,1000,1.8,0.07,-10,0.051,SW
973,5,0.06198,6.04296,0.001,2.00E-05,1000,1.8,0.07,-50,0.051,I
974,1,2.63868,0.0375,0.001,2.00E-05,1000,1.8,0.07,-70,0.051,DB
975,5,1.53174,17.5509,0.001,2.00E-05,1000,1.8,0.07,-90,0.051,I
976,5,0.1,0.63,0.001,2.00E-05,1000,1.8,0.07,2,0.025,I
977,5,0.62573,24.2087,0.001,2.00E-05,1000,1.8,0.07,20,0.051,I
978,3,0.01,10,0.001,2.00E-05,1000,1.8,0.07,0.5,0.051,SW
979,3,0.016,16,0.001,2.00E-05,1000,1.8,0.07,5,0.051,SW
980,5,0.25,1,0.001,2.00E-05,1000,1.8,0.07,0,0.025,I
981,5,2.5,4,0.001,2.00E-05,1000,1.8,0.07,-5,0.051,I
982,3,0.004,6,0.001,2.00E-05,1000,1.8,0.07,0.25,0.025,SW
983,5,1.04688,0.03901,0.001,2.00E-05,1000,1.8,0.07,50,0.051,I
984,7,0.00396,0.10212,0.001,2.00E-05,1000,1.8,0.07,70,0.051,B
985,4,0.40338,10.6192,0.001,2.00E-05,1000,1.8,0.07,-70,0.025,A
986,3,0.01004,1.53993,0.001,2.00E-05,1000,1.8,0.07,-30,0.025,SW
987,1,2.74647,0.35576,0.001,2.00E-05,1000,1.8,0.07,15,0.051,DB
988,4,0.25,15,0.001,2.00E-05,1000,1.8,0.07,-10,0.025,A
989,1,4.14411,0.62288,0.001,2.00E-05,1000,1.8,0.07,-80,0.025,DB
990,1,2.46932,0.94043,0.001,2.00E-05,1000,1.8,0.07,70,0.051,DB
991,1,2.54615,0.7143,0.001,2.00E-05,1000,1.8,0.07,30,0.051,DB
992,5,0.00932,2.41456,0.001,2.00E-05,1000,1.8,0.07,15,0.051,I
993,4,0.69081,25.483,0.001,2.00E-05,1000,1.8,0.07,15,0.025,A
994,1,4,2.5,0.001,2.00E-05,1000,1.8,0.07,-5,0.051,DB
995,4,0.23714,15.2871,0.001,2.00E-05,1000,1.8,0.07,80,0.051,A
996,5,0.1,1.5,0.001,2.00E-05,1000,1.8,0.07,10,0.025,I
997,3,0.40791,0.06287,0.001,2.00E-05,1000,1.8,0.07,-80,0.051,SW
998,3,0.016,1.6,0.001,2.00E-05,1000,1.8,0.07,-1,0.051,SW
999,5,1.09135,25.4937,0.001,2.00E-05,1000,1.8,0.07,-70,0.025,I
1000,3,1.03955,0.09184,0.001,2.00E-05,1000,1.8,0.07,-30,0.051,SW
1001,1,4.28296,0.03786,0.001,2.00E-05,1000,1.8,0.07,-50,0.051,DB
1002,4,0.25,16,0.001,2.00E-05,1000,1.8,0.07,1,0.025,A
1003,5,2.48534,1.02562,0.001,2.00E-05,1000,1.8,0.07,-30,0.051,I
1004,1,2.60918,0.05904,0.001,2.00E-05,1000,1.8,0.07,-30,0.051,DB
1005,5,2.55116,10.1209,0.001,2.00E-05,1000,1.8,0.07,-30,0.025,I
1006,1,4,0.4,0.001,2.00E-05,1000,1.8,0.07,1,0.051,DB
1007,5,0.6608,0.06043,0.001,2.00E-05,1000,1.8,0.07,-50,0.051,I
1008,4,0.0962,0.10362,0.001,2.00E-05,1000,1.8,0.07,-90,0.025,A
1009,5,2.5,4,0.001,2.00E-05,1000,1.8,0.07,-10,0.025,I
1010,5,0.00399,0.37786,0.001,2.00E-05,1000,1.8,0.07,90,0.025,I
1011,5,0.15,0.4,0.001,2.00E-05,1000,1.8,0.07,0,0.025,I
1012,4,0.25,10,0.001,2.00E-05,1000,1.8,0.07,0,0.025,A
1013,5,0.00928,2.51569,0.001,2.00E-05,1000,1.8,0.07,90,0.051,I
1014,5,0.37485,6.23064,0.001,2.00E-05,1000,1.8,0.07,90,0.051,I
1015,1,3.93745,0.02181,0.001,2.00E-05,1000,1.8,0.07,-90,0.025,DB
1016,4,0.25,10,0.001,2.00E-05,1000,1.8,0.07,2,0.025,A
1017,4,1.65064,3.97693,0.001,2.00E-05,1000,1.8,0.07,-70,0.025,A
1018,5,2.5551,4.28471,0.001,2.00E-05,1000,1.8,0.07,-90,0.051,I
1019,4,0.36827,0.67535,0.001,2.00E-05,1000,1.8,0.07,-90,0.025,A
1020,4,0.4,25,0.001,2.00E-05,1000,1.8,0.07,-5,0.051,A
1021,5,0.01,1.6,0.001,2.00E-05,1000,1.8,0.07,10,0.051,I
1022,5,0.0063,0.63,0.001,2.00E-05,1000,1.8,0.07,2,0.025,I
1023,5,0.04033,0.00387,0.001,2.00E-05,1000,1.8,0.07,20,0.025,I
1024,3,0.0025,24.8953,0.001,2.00E-05,1000,1.8,0.07,-30,0.051,SW
1025,4,0.06,40,0.001,2.00E-05,1000,1.8,0.07,0.25,0.025,A
1026,5,2.5,0.63,0.001,2.00E-05,1000,1.8,0.07,0,0.051,I
1027,2,0.016,0.1,0.001,2.00E-05,1000,1.8,0.07,-1,0.025,SS
1028,5,0.00237,3.88468,0.001,2.00E-05,1000,1.8,0.07,80,0.051,I
1029,4,1.04688,0.39115,0.001,2.00E-05,1000,1.8,0.07,-70,0.025,A
1030,3,1.6,0.4,0.001,2.00E-05,1000,1.8,0.07,-10,0.051,SW
1031,5,0.6,0.03997,0.001,2.00E-05,1000,1.8,0.07,0.5,0.025,I
1032,2,0.0016,6.3,0.001,2.00E-05,1000,1.8,0.07,-1,0.051,SS
1033,4,0.16,10,0.001,2.00E-05,1000,1.8,0.07,2,0.025,A
1034,1,4,0.6,0.001,2.00E-05,1000,1.8,0.07,-10,0.025,DB
1035,5,0.0025,1.6,0.001,2.00E-05,1000,1.8,0.07,10,0.051,I
1036,4,0.04,25,0.001,2.00E-05,1000,1.8,0.07,-5,0.051,A
1037,5,0.10587,0.62643,0.001,2.00E-05,1000,1.8,0.07,15,0.025,I
1038,4,0.025,15,0.001,2.00E-05,1000,1.8,0.07,0.5,0.025,A
1039,1,4.19227,1.53045,0.001,2.00E-05,1000,1.8,0.07,15,0.051,DB
1040,5,1.6,2.5,0.001,2.00E-05,1000,1.8,0.07,-1,0.051,I
1041,5,0.40657,0.24701,0.001,2.00E-05,1000,1.8,0.07,90,0.051,I
1042,5,1.59141,16.3287,0.001,2.00E-05,1000,1.8,0.07,-30,0.051,I
1043,4,0.97269,24.3966,0.001,2.00E-05,1000,1.8,0.07,-80,0.051,A
1044,4,0.1,25,0.001,2.00E-05,1000,1.8,0.07,0.5,0.051,A
1045,4,0.68597,26.3183,0.001,2.00E-05,1000,1.8,0.07,-30,0.025,A
1046,4,0.10515,24.7245,0.001,2.00E-05,1000,1.8,0.07,-80,0.051,A
1047,5,0.01555,0.03786,0.001,2.00E-05,1000,1.8,0.07,15,0.025,I
1048,5,0.02471,9.98736,0.001,2.00E-05,1000,1.8,0.07,20,0.051,I
1049,5,0.01,0.063,0.001,2.00E-05,1000,1.8,0.07,1,0.025,I
1050,4,0.16,16,0.001,2.00E-05,1000,1.8,0.07,-10,0.051,A
1051,1,3.69615,0.23583,0.001,2.00E-05,1000,1.8,0.07,70,0.051,DB
1052,5,1.05338,0.38138,0.001,2.00E-05,1000,1.8,0.07,70,0.025,I
1053,2,0.01,1,0.001,2.00E-05,1000,1.8,0.07,0,0.051,SS
1054,5,1.09473,2.31557,0.001,2.00E-05,1000,1.8,0.07,85,0.051,I
1055,5,0.0063,0.4,0.001,2.00E-05,1000,1.8,0.07,1,0.025,I
1056,5,2.86036,6.7317,0.001,2.00E-05,1000,1.8,0.07,15,0.025,I
1057,5,0.00893,0.25,0.001,2.00E-05,1000,1.8,0.07,0.25,0.025,I
1058,5,0.07514,0.02242,0.001,2.00E-05,1000,1.8,0.07,30,0.051,I
1059,5,0.25124,9.74335,0.001,2.00E-05,1000,1.8,0.07,20,0.051,I
1060,5,0.09765,0.37903,0.001,2.00E-05,1000,1.8,0.07,20,0.051,I
1061,5,0.00943,0.23432,0.001,2.00E-05,1000,1.8,0.07,50,0.025,I
1062,4,0.98134,0.24579,0.001,2.00E-05,1000,1.8,0.07,-70,0.051,A
1063,4,0.06,10,0.001,2.00E-05,1000,1.8,0.07,0,0.025,A
1064,3,0.02448,0.01645,0.001,2.00E-05,1000,1.8,0.07,-80,0.025,SW
1065,5,0.00981,0.14847,0.001,2.00E-05,1000,1.8,0.07,50,0.051,I
1066,3,0.0025,10,0.001,2.00E-05,1000,1.8,0.07,1,0.051,SW
1067,4,0.85268,16.0218,0.001,2.00E-05,1000,1.8,0.07,-30,0.025,A
1068,5,0.11085,0.02321,0.001,2.00E-05,1000,1.8,0.07,30,0.051,I
1069,5,1.0831,15.9634,0.001,2.00E-05,1000,1.8,0.07,15,0.025,I
1070,5,0.04434,0.02324,0.001,2.00E-05,1000,1.8,0.07,30,0.051,I
1071,5,0.00609,2.51499,0.001,2.00E-05,1000,1.8,0.07,90,0.051,I
1072,5,1.6,0.16,0.001,2.00E-05,1000,1.8,0.07,-1,0.051,I
1073,4,0.16,25,0.001,2.00E-05,1000,1.8,0.07,-10,0.051,A
1074,4,0.98335,4.0123,0.001,2.00E-05,1000,1.8,0.07,-80,0.051,A
1075,5,2.6372,0.96466,0.001,2.00E-05,1000,1.8,0.07,15,0.025,I
1076,4,0.15099,0.1068,0.001,2.00E-05,1000,1.8,0.07,-90,0.025,A
1077,1,3.88141,0.61952,0.001,2.00E-05,1000,1.8,0.07,50,0.051,DB
1078,5,0.00247,0.9625,0.001,2.00E-05,1000,1.8,0.07,20,0.051,I
1079,4,0.063,16,0.001,2.00E-05,1000,1.8,0.07,1,0.051,A
1080,2,0.025,0.04,0.001,2.00E-05,1000,1.8,0.07,0,0.025,SS
1081,4,0.62749,4.14586,0.001,2.00E-05,1000,1.8,0.07,-90,0.025,A
1082,7,0.41047,0.16137,0.001,2.00E-05,1000,1.8,0.07,80,0.051,B
1083,5,0.64321,4.35122,0.001,2.00E-05,1000,1.8,0.07,30,0.051,I
1084,4,1.04072,0.09523,0.001,2.00E-05,1000,1.8,0.07,-70,0.025,A
1085,1,4,0.25,0.001,2.00E-05,1000,1.8,0.07,-10,0.051,DB
1086,4,0.4,10,0.001,2.00E-05,1000,1.8,0.07,-1,0.025,A
1087,4,0.39044,16.1416,0.001,2.00E-05,1000,1.8,0.07,-70,0.051,A
1088,5,2.44205,2.48908,0.001,2.00E-05,1000,1.8,0.07,15,0.051,I
1089,1,2.57928,0.02496,0.001,2.00E-05,1000,1.8,0.07,-70,0.051,DB
1090,3,0.00431,1.60016,0.001,2.00E-05,1000,1.8,0.07,-70,0.025,SW
1091,5,0.25757,14.876,0.001,2.00E-05,1000,1.8,0.07,70,0.051,I
1092,1,2.59537,0.14565,0.001,2.00E-05,1000,1.8,0.07,85,0.051,DB
1093,5,0.98688,0.25483,0.001,2.00E-05,1000,1.8,0.07,15,0.025,I
1094,5,0.23213,2.48215,0.001,2.00E-05,1000,1.8,0.07,90,0.051,I
1095,5,1,6.3,0.001,2.00E-05,1000,1.8,0.07,0.5,0.051,I
1096,3,0.0016,25,0.001,2.00E-05,1000,1.8,0.07,-1,0.051,SW
1097,5,0.01,0.63,0.001,2.00E-05,1000,1.8,0.07,10,0.051,I
1098,7,0.00997,0.10108,0.001,2.00E-05,1000,1.8,0.07,90,0.051,B
1099,5,0.0025,0.1,0.001,2.00E-05,1000,1.8,0.07,0.25,0.051,I
1100,3,0.15622,1.51524,0.001,2.00E-05,1000,1.8,0.07,-80,0.025,SW
1101,5,1.50104,0.09978,0.001,2.00E-05,1000,1.8,0.07,-80,0.051,I
1102,3,0.01,10,0.001,2.00E-05,1000,1.8,0.07,5,0.051,SW
1103,4,0.09788,22.8757,0.001,2.00E-05,1000,1.8,0.07,-50,0.051,A
1104,1,4,0.04,0.001,2.00E-05,1000,1.8,0.07,5,0.025,DB
1105,5,2.61947,15.4622,0.001,2.00E-05,1000,1.8,0.07,-80,0.051,I
1106,7,0.04105,0.10422,0.001,2.00E-05,1000,1.8,0.07,80,0.051,B
1107,4,0.06,10,0.001,2.00E-05,1000,1.8,0.07,10,0.025,A
1108,2,0.04,0.025,0.001,2.00E-05,1000,1.8,0.07,0,0.051,SS
1109,3,0.1,10,0.001,2.00E-05,1000,1.8,0.07,-5,0.051,SW
1110,1,1.7713,0.34199,0.001,2.00E-05,1000,1.8,0.07,90,0.025,DB
1111,4,0.66471,4.08542,0.001,2.00E-05,1000,1.8,0.07,-80,0.025,A
1112,4,0.16,25,0.001,2.00E-05,1000,1.8,0.07,0,0.051,A
1113,3,0.1,0.015,0.001,2.00E-05,1000,1.8,0.07,-10,0.025,SW
1114,2,0.1,1,0.001,2.00E-05,1000,1.8,0.07,0,0.051,SS
1115,5,2.17137,0.37236,0.001,2.00E-05,1000,1.8,0.07,15,0.051,I
1116,5,0.4,10,0.001,2.00E-05,1000,1.8,0.07,5,0.051,I
1117,1,4.02812,0.39242,0.001,2.00E-05,1000,1.8,0.07,15,0.025,DB
1118,4,0.63,10,0.001,2.00E-05,1000,1.8,0.07,-10,0.051,A
1119,4,0.10795,26.4165,0.001,2.00E-05,1000,1.8,0.07,15,0.025,A
1120,5,0.0025,1.6,0.001,2.00E-05,1000,1.8,0.07,0.25,0.051,I
1121,4,0.25,10,0.001,2.00E-05,1000,1.8,0.07,5,0.025,A
1122,5,1.69221,0.58294,0.001,2.00E-05,1000,1.8,0.07,-50,0.051,I
1123,5,0.025,4,0.001,2.00E-05,1000,1.8,0.07,5,0.051,I
1124,4,0.09556,15.2871,0.001,2.00E-05,1000,1.8,0.07,50,0.025,A
1125,5,0.16164,1.00451,0.001,2.00E-05,1000,1.8,0.07,20,0.025,I
1126,5,1.6,25,0.001,2.00E-05,1000,1.8,0.07,-5,0.051,I
1127,5,0.15,0.06,0.001,2.00E-05,1000,1.8,0.07,0,0.025,I
1128,1,2.66861,0.58651,0.001,2.00E-05,1000,1.8,0.07,85,0.051,DB
1129,4,0.25,25,0.001,2.00E-05,1000,1.8,0.07,0,0.025,A
1130,5,0.07368,0.92682,0.001,2.00E-05,1000,1.8,0.07,15,0.051,I
1131,5,0.03959,0.02443,0.001,2.00E-05,1000,1.8,0.07,50,0.051,I
1132,5,0.25255,10.0296,0.001,2.00E-05,1000,1.8,0.07,80,0.051,I
1133,5,0.09289,2.45246,0.001,2.00E-05,1000,1.8,0.07,70,0.051,I
1134,5,1.6,0.04,0.001,2.00E-05,1000,1.8,0.07,1,0.025,I
1135,4,0.10489,10.7461,0.001,2.00E-05,1000,1.8,0.07,15,0.025,A
1136,5,0.15842,1.68485,0.001,2.00E-05,1000,1.8,0.07,20,0.025,I
1137,5,1.55559,0.5988,0.001,2.00E-05,1000,1.8,0.07,50,0.051,I
1138,5,0.00233,0.92558,0.001,2.00E-05,1000,1.8,0.07,90,0.051,I
1139,1,0.25351,2.5,0.001,2.00E-05,1000,1.8,0.07,0.5,0.025,DB
1140,5,1.5703,1.59701,0.001,2.00E-05,1000,1.8,0.07,30,0.025,I
1141,3,0.64829,0.03672,0.001,2.00E-05,1000,1.8,0.07,-70,0.025,SW
1142,5,0.03929,3.85315,0.001,2.00E-05,1000,1.8,0.07,90,0.025,I
1143,3,0.01,6.3,0.001,2.00E-05,1000,1.8,0.07,0,0.051,SW
1144,5,0.66305,0.10539,0.001,2.00E-05,1000,1.8,0.07,-90,0.051,I
1145,4,0.37707,41.1683,0.001,2.00E-05,1000,1.8,0.07,-30,0.051,A
1146,5,0.05871,0.15934,0.001,2.00E-05,1000,1.8,0.07,70,0.051,I
1147,4,0.4005,40,0.001,2.00E-05,1000,1.8,0.07,0.25,0.025,A
1148,4,0.5857,10.86,0.001,2.00E-05,1000,1.8,0.07,-90,0.051,A
1149,7,0.99216,0.09259,0.001,2.00E-05,1000,1.8,0.07,90,0.051,B
1150,5,0.10484,0.09647,0.001,2.00E-05,1000,1.8,0.07,15,0.025,I
1151,5,0.00815,0.12709,0.001,2.00E-05,1000,1.8,0.07,30,0.051,I
1152,5,0.00222,0.15864,0.001,2.00E-05,1000,1.8,0.07,90,0.051,I
1153,5,0.1459,0.16292,0.001,2.00E-05,1000,1.8,0.07,80,0.051,I
1154,5,0.15986,6.80017,0.001,2.00E-05,1000,1.8,0.07,-50,0.025,I
1155,1,4.12668,0.09603,0.001,2.00E-05,1000,1.8,0.07,-80,0.025,DB
1156,2,0.016,0.4,0.001,2.00E-05,1000,1.8,0.07,-1,0.025,SS
1157,5,0.0025,0.1,0.001,2.00E-05,1000,1.8,0.07,5,0.051,I
1158,4,0.60689,1.02016,0.001,2.00E-05,1000,1.8,0.07,-80,0.051,A
1159,1,0.06,2.5,0.001,2.00E-05,1000,1.8,0.07,0.5,0.025,DB
1160,5,1.08523,9.9028,0.001,2.00E-05,1000,1.8,0.07,-30,0.025,I
1161,1,2.5,0.25,0.001,2.00E-05,1000,1.8,0.07,-5,0.051,DB
1162,4,0.025,25,0.001,2.00E-05,1000,1.8,0.07,2,0.051,A
1163,5,0.004,1,0.001,2.00E-05,1000,1.8,0.07,0.5,0.025,I
1164,5,0.00421,3.98253,0.001,2.00E-05,1000,1.8,0.07,90,0.025,I
1165,3,0.63,6.3,0.001,2.00E-05,1000,1.8,0.07,-10,0.051,SW
1166,3,1,0.63,0.001,2.00E-05,1000,1.8,0.07,-5,0.025,SW
1167,4,0.10914,15.9067,0.001,2.00E-05,1000,1.8,0.07,85,0.051,A
1168,1,2.39011,0.02097,0.001,2.00E-05,1000,1.8,0.07,30,0.051,DB
1169,5,1.6,0.63,0.001,2.00E-05,1000,1.8,0.07,2,0.025,I
1170,5,1,0.25,0.001,2.00E-05,1000,1.8,0.07,2,0.025,I
1171,5,1,0.4,0.001,2.00E-05,1000,1.8,0.07,2,0.025,I
1172,5,0.0025,0.63,0.001,2.00E-05,1000,1.8,0.07,0.25,0.051,I
1173,7,0.09636,0.02414,0.001,2.00E-05,1000,1.8,0.07,90,0.051,B
1174,2,0.006,1,0.001,2.00E-05,1000,1.8,0.07,0,0.025,SS
1175,5,1.67918,0.38708,0.001,2.00E-05,1000,1.8,0.07,-70,0.051,I
1176,5,2.48045,11.4316,0.001,2.00E-05,1000,1.8,0.07,80,0.051,I
1177,1,2.40144,0.04415,0.001,2.00E-05,1000,1.8,0.07,-90,0.051,DB
1178,5,0.00246,1.63307,0.001,2.00E-05,1000,1.8,0.07,85,0.051,I
1179,4,0.25,10,0.001,2.00E-05,1000,1.8,0.07,1,0.025,A
1180,5,0.24929,0.23684,0.001,2.00E-05,1000,1.8,0.07,70,0.025,I
1181,5,0.00387,0.0395,0.001,2.00E-05,1000,1.8,0.07,-50,0.025,I
1182,5,0.94321,3.90487,0.001,2.00E-05,1000,1.8,0.07,90,0.051,I
1183,5,0.42887,0.02371,0.001,2.00E-05,1000,1.8,0.07,-50,0.051,I
1184,4,0.1,25,0.001,2.00E-05,1000,1.8,0.07,-10,0.051,A
1185,3,1.03285,0.01526,0.001,2.00E-05,1000,1.8,0.07,-30,0.025,SW
1186,5,2.77211,3.85497,0.001,2.00E-05,1000,1.8,0.07,85,0.051,I
1187,3,0.00977,0.61328,0.001,2.00E-05,1000,1.8,0.07,-80,0.025,SW
1188,4,0.59132,0.02376,0.001,2.00E-05,1000,1.8,0.07,-80,0.051,A
1189,3,0.1062,1.68391,0.001,2.00E-05,1000,1.8,0.07,-80,0.025,SW
1190,3,0.16,1,0.001,2.00E-05,1000,1.8,0.07,-1,0.051,SW
1191,5,0.70297,0.09775,0.001,2.00E-05,1000,1.8,0.07,15,0.051,I
1192,5,2.58909,3.91978,0.001,2.00E-05,1000,1.8,0.07,50,0.025,I
1193,1,2.7415,0.02452,0.001,2.00E-05,1000,1.8,0.07,-30,0.051,DB
1194,4,0.00499,9.1052,0.001,2.00E-05,1000,1.8,0.07,30,0.051,A
1195,5,1,6.3,0.001,2.00E-05,1000,1.8,0.07,10,0.051,I
1196,5,0.1,0.025,0.001,2.00E-05,1000,1.8,0.07,0.5,0.051,I
1197,5,0.25,1,0.001,2.00E-05,1000,1.8,0.07,0,0.051,I
